,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
0,1.2622494852740982,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.04958762194497713,0.06413123743284035,-0.17070921849053822,-0.41168563046870804,-0.27569198443222337,-0.03204384387220296,-0.29035098746218685,-0.04723195720414835,-0.2739193705899713,-0.2868739337393489,-0.026252713888805783,0.34586200097379544,-0.12230543227337005,-0.026420942876828515,1.2027638066249504,0.7781165818616547
1,1.1964947014964675,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.01592371733530142,-0.05402913516612436,-0.036868465471919444,-0.1722406569480806,-0.2724861794839666,-0.03185501264373554,-0.6949163275561371,-0.04777173829179661,-0.28670555541135145,1.1571588569359847,-0.026252713888805783,0.34586200097379544,-0.12230543227337005,-0.026420942876828515,1.2027638066249504,0.7781165818616547
2,-0.8588725720688183,-0.48149689315132027,1.8214919591122574,-0.4920141482497451,-0.3693329718647712,-0.04178713859425575,0.1423388504004809,0.07963382636019646,-0.5933052996386297,-0.14963824855173236,-0.02795581341731168,-0.46951563807522195,-0.04757884067063064,-0.2221353220633816,-0.2868739337393489,0.2703984874724429,0.42897215778947373,-0.13210849468211366,1.0373969344905676,1.2006749739807387,0.8420092857170022
3,-0.8588725720688183,-0.48149689315132027,1.8214919591122574,-0.4920141482497451,-0.3693329718647712,-0.0553950937171712,0.060727223463924875,0.17301816994364186,-0.4968458308284903,-0.1833053893210701,-0.021707818735038614,0.4055013974994075,-0.0421308086844308,0.3267755923184692,-0.2868739337393489,0.2346214581625435,0.4505592115078323,-0.1449023218935248,-1.3690714360853091,1.2426296302849242,0.957590469095776
4,1.2622494852740982,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.05480420847656177,0.07969177104163933,-0.0018873595693258967,-0.6130388415028337,-0.27585289356090037,-0.03188151527229237,0.4182163081880745,-0.0419122893520732,-0.2673984163310674,-0.2868739337393489,0.40307163782998623,0.3145607730821764,-0.10253315385573465,-0.693453648815988,1.2262427631837662,0.894415660789366
5,1.2622494852740982,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.048384118578987535,0.0738846941586204,-0.05146927489213238,-0.158719240243947,-0.26450261117653173,-0.03150053998678791,-0.24180314665091285,-0.04709637298682003,-0.23466578318833417,-0.2868739337393489,0.41425195948932975,0.3663697020062357,-0.11482852026670122,0.8866146250778255,1.2258178876259846,1.0415842483213456
6,1.2622494852740982,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.0535987882585973,0.10006741224009484,0.01666783573552809,-0.38345291239047724,-0.27482555066242426,-0.03187488961515316,0.13386466915061235,-0.04509749614662259,-0.268293449268564,1.1571588569359847,0.41425195948932975,0.3663697020062357,-0.11482852026670122,0.8866146250778255,1.2258178876259846,1.0415842483213456
7,1.2452805088153547,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.05477349147385482,0.1968790213220901,0.014538551028413697,-0.4933549873616746,-0.28050688066725,-0.03226580338636643,0.3650448634900125,-0.04266892851399681,-0.30051463501844206,2.6011916476113184,0.41425195948932975,0.3663697020062357,-0.11482852026670122,0.8866146250778255,1.2258178876259846,1.0415842483213456
8,-0.8588725720688183,-0.48149689315132027,1.8214919591122574,2.0324618784994835,-0.3693329718647712,-0.05118070427699128,-0.4996321370288208,0.14047053227775047,-0.092657461489466,-0.28042023729027005,-0.01980294230751634,0.34423864599946646,-0.04292782919666143,-0.2587038106525289,-0.2868739337393489,0.5491611741787419,-0.17330664095271425,0.04899892947942067,1.4275292972927285,-0.46066065802574546,-1.1508687581306822
9,1.2622494852740982,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.04465712216363154,0.10952869668313539,-0.19930247027178857,-0.32249063936441236,-0.22254246146768797,-0.030884353872841577,-0.513439874999708,-0.04763347050372004,-0.11268557999236734,-0.2868739337393489,-0.3422831394595832,0.3652903493203184,-0.1354315666850776,-1.0617393713711036,1.267783374091447,1.1327569830362785
10,0.861357416436287,-0.48149689315132027,-0.5490005020320656,-0.4920141482497451,-0.3693329718647712,-0.0548454008494548,-0.6393239268345896,0.03370211339244319,-0.5993335335315239,-0.10755432259006018,-0.0284726146741699,0.34077094308437544,-0.04296463245263745,5.1838636204161554,-0.2868739337393489,0.24580177982188706,0.33506847411461665,-0.11615774906788678,-1.1018135743249913,1.528987147640894,-2.099926673824717
11,1.2622494852740982,-0.48149689315132027,1.8214919591122574,-0.4920141482497451,-0.3693329718647712,-0.05504460897614384,-0.6600079413520547,-0.14698290318269217,-0.2677961224700007,-0.2007578409698812,-0.027458889131871087,1.1603047320175488,-0.021320612055324928,7.282843720693924,-0.2868739337393489,0.7079217417414201,-0.1376880023174236,0.04800200787853149,0.03925744691801561,1.1549639178921536,-2.728085279144142
